id,spam,sikap,emosi,catatan
DYmUwyLEbx9#40,0,kritik_peradilan,sinis,insinuasi suap pada pengambil putusan
DYR3czaxB9E#446,0,tak_jelas,harapan,ucapan berkat tanpa target jelas
DaR6fCMxfe-#41,0,tak_jelas,sinis,
DaM_18rj5OO#212,0,tak_jelas,sinis,resignasi tanpa target
DX8xO2EDutM#487,0,kritik_peradilan,marah,
DUdN5deExTD#1709,0,kontra_nadiem,netral,kritik kinerja menteri
DaM_18rj5OO#12582,0,kritik_peradilan,sinis,
DYR3czaxB9E#491,0,tak_jelas,duka,
DTVFd_Rk-KJ#273,1,tak_jelas,netral,spam judi PULAu777
DaR6fCMxfe-#3144,0,kritik_pemerintah,netral,
DaM_18rj5OO#3917,0,kritik_peradilan,marah,
DYR3czaxB9E#2910,0,pro_nadiem,duka,
DaM_18rj5OO#11836,0,tak_jelas,netral,
DaM_18rj5OO#15091,0,kritik_peradilan,marah,
DON94SnAD_0#46,0,tak_jelas,sinis,rima ejekan arbitrer tanpa target eksplisit
DaNC_lKSytw#781,0,pro_nadiem,harapan,
DaNC_lKSytw#5816,1,tak_jelas,netral,spam judi KOLEMAX
DON94SnAD_0#93,0,kontra_nadiem,marah,menuntut hukuman berat
DYR3czaxB9E#2727,0,pro_nadiem,netral,framing orang baik vs dzalim
Dao9wWaDKzY#28,1,tak_jelas,netral,spam judi ZOYAMAX
DYR3czaxB9E#1604,0,kritik_peradilan,marah,
DON94SnAD_0#18,0,pro_nadiem,harapan,
DaM_18rj5OO#1271,0,kritik_pemerintah,sinis,
DaM_18rj5OO#5039,0,kritik_peradilan,marah,
DYR3czaxB9E#3626,0,pro_nadiem,duka,duka verbal merujuk peristiwa
DaR6fCMxfe-#2087,0,tak_jelas,harapan,
DaM_18rj5OO#15550,0,kritik_peradilan,sinis,insinuasi suap hakim
DYR3czaxB9E#2778,0,pro_nadiem,harapan,
DaM_18rj5OO#7425,0,kritik_peradilan,sinis,
DYR3czaxB9E#39,0,tak_jelas,duka,
DYR3czaxB9E#3841,0,tak_jelas,netral,
DaM_18rj5OO#5206,0,tak_jelas,marah,emoji jijik/tolak
DYmUwyLEbx9#421,0,tak_jelas,marah,makian ke sesama komentator
DON94SnAD_0#87,0,pro_nadiem,duka,
DaNC_lKSytw#7578,0,kritik_pemerintah,sinis,sarkasme sistem partai
DaM_18rj5OO#7483,0,tak_jelas,netral,gibberish
DUdN5deExTD#839,0,tak_jelas,sinis,
DaM_18rj5OO#6553,0,kritik_peradilan,sinis,
DaM_18rj5OO#2981,1,tak_jelas,netral,spam jasa bor sumur
DaM_18rj5OO#12300,0,tak_jelas,harapan,
DaM_18rj5OO#52,0,tak_jelas,marah,
DaNC_lKSytw#3681,0,pro_nadiem,harapan,
DUdN5deExTD#156,0,pro_nadiem,netral,menyalahkan orang lama sebelum menteri
DaM_18rj5OO#8788,0,tak_jelas,marah,
DaNC_lKSytw#5813,1,tak_jelas,netral,spam judi KOLEMAX
DaM_18rj5OO#2088,0,kritik_peradilan,sinis,
DYSQkY4RX2K#510,0,pro_nadiem,netral,framing tumbal lingkaran setan
DaM_18rj5OO#10444,0,tak_jelas,sinis,
DaM_18rj5OO#1114,0,tak_jelas,duka,
DaR6fCMxfe-#2405,0,kontra_nadiem,netral,mendukung narasi mark-up harga
DaM_18rj5OO#11531,0,kritik_peradilan,marah,
DaM_18rj5OO#6089,0,tak_jelas,marah,
DaM_18rj5OO#9957,0,tak_jelas,sinis,
DUdN5deExTD#362,0,tak_jelas,sinis,ejekan target ambigu
DaM_18rj5OO#16023,0,kritik_peradilan,marah,
DaNC_lKSytw#4788,0,tak_jelas,harapan,doa tanpa penerima eksplisit
DaNC_lKSytw#8630,0,pro_nadiem,harapan,dukungan + ancaman akhirat: preseden nadiem
DaM_18rj5OO#6485,0,tak_jelas,duka,
DaNC_lKSytw#8048,0,tak_jelas,sinis,
DaM_18rj5OO#13837,0,pro_nadiem,duka,duka verbal merujuk peristiwa
DYR3czaxB9E#3719,0,kritik_peradilan,marah,sedih+makian ke hukum: makian dominan
DYSQkY4RX2K#55,0,kontra_nadiem,marah,daftar kritik kebijakan
DUdN5deExTD#134,0,pro_nadiem,harapan,minta dicari dalang sebenarnya
DaM_18rj5OO#14626,0,kritik_peradilan,marah,
DaM_18rj5OO#1936,0,tak_jelas,marah,
DaM_18rj5OO#490,0,kritik_peradilan,sinis,
DaM_18rj5OO#14615,0,kritik_peradilan,sinis,
DaM_18rj5OO#2633,0,tak_jelas,harapan,ajakan solidaritas tanpa target
DX8xO2EDutM#436,0,kritik_peradilan,marah,
DaNC_lKSytw#6071,0,kritik_pemerintah,netral,
