id,spam,sikap,emosi,catatan
DX8xO2EDutM#549,0,kritik_peradilan,marah,usut aliran uang jaksa
DON94SnAD_0#103,0,pro_nadiem,harapan,manfaat chromebook + jangan kambing hitam
DaNC_lKSytw#4140,0,tak_jelas,harapan,
DaNC_lKSytw#6180,0,pro_nadiem,duka,sekelas nadiem saja apalagi rakyat
DaNC_lKSytw#8337,0,pro_nadiem,netral,penghiburan aman 7 keturunan
DYmUwyLEbx9#435,0,pro_nadiem,netral,argumen pembelaan pengadaan via daerah
DaM_18rj5OO#8143,0,tak_jelas,duka,
DaNC_lKSytw#2889,0,kritik_peradilan,sinis,hakim takut duniawi drpd akhirat
DUdN5deExTD#1321,0,pro_nadiem,harapan,terima kasih proyek 3T
DaM_18rj5OO#12206,0,kritik_peradilan,sinis,hakim macam apa
DaM_18rj5OO#1915,0,kritik_peradilan,marah,ancaman karma hakim
DaNC_lKSytw#5819,1,tak_jelas,netral,spam judi KOLEMAX
DaM_18rj5OO#6133,0,pro_nadiem,sinis,sekelas mantan menteri tak berdaya
DYmUwyLEbx9#552,0,kritik_peradilan,netral,argumen ketidakadilan vonis vs kasus lain
DX8xO2EDutM#419,0,kritik_pemerintah,sinis,kritik rezim prabowo
DaM_18rj5OO#15475,0,pro_nadiem,duka,tak kuat lihat wajah nadiem
DaM_18rj5OO#14589,0,kritik_pemerintah,marah,hakim edan + kritik prabowo gibran
DYR3czaxB9E#534,0,pro_nadiem,duka,
DYR3czaxB9E#390,0,pro_nadiem,duka,dunia kejam pak
DaM_18rj5OO#15861,0,kritik_peradilan,marah,rusak hukum di tangan setan
DaR6fCMxfe-#847,0,tak_jelas,sinis,wtf lu dim ambigu
DUdN5deExTD#271,0,pro_nadiem,netral,bawahan tak tahu untung
DaR6fCMxfe-#3241,0,kontra_nadiem,sinis,ejek artis pembela koruptor
DaM_18rj5OO#15817,0,pro_nadiem,harapan,tuhan beserta nadiem
DaM_18rj5OO#6061,0,kritik_peradilan,marah,muak lihat orang begini
DYR3czaxB9E#2658,0,tak_jelas,harapan,
DUdN5deExTD#1436,0,kritik_peradilan,sinis,bancakan bawahan
DYSQkY4RX2K#261,0,pro_nadiem,duka,kesaksian manfaat pekerjaan
DaNC_lKSytw#9957,0,netral_informasional,netral,penjelasan kasus pemenang tunggal
DaM_18rj5OO#14745,0,pro_nadiem,marah,rakyat bersama nadiem cuekin vonis
DaM_18rj5OO#8596,0,kritik_peradilan,duka,sikap hakim menyedihkan
DaM_18rj5OO#2539,0,kritik_peradilan,sinis,keciri ada kepentingan
DaM_18rj5OO#2537,0,kritik_pemerintah,duka,jadi apa negeriku
DaR6fCMxfe-#389,0,kontra_nadiem,marah,yang bela goblok
DaM_18rj5OO#16120,0,kritik_peradilan,sinis,manfaat gaji hakim naik
DaM_18rj5OO#11978,0,tak_jelas,netral,gibberish
DaNC_lKSytw#4259,0,kritik_peradilan,sinis,keadilan makin gacor
DaR6fCMxfe-#2699,0,kontra_nadiem,sinis,edukasi buat fomo
DaR6fCMxfe-#3186,0,kontra_nadiem,sinis,minta berantas korupsi malah protes
DTVFd_Rk-KJ#110,0,netral_informasional,netral,tanya teknis e-katalog
DaM_18rj5OO#16116,0,kritik_peradilan,marah,doa balasan hakim jaksa
Dao9wWaDKzY#12,1,tak_jelas,netral,spam judi ZOYAMAX
DaM_18rj5OO#136,0,kritik_pemerintah,duka,negeri sakit
DaM_18rj5OO#8684,0,kritik_peradilan,sinis,hakim caer insinuasi
DaNC_lKSytw#9921,0,kritik_peradilan,marah,pertanggungjawaban hakim akhirat ngeri
DaNC_lKSytw#2221,0,pro_nadiem,duka,dikambinghitamkan
DaM_18rj5OO#415,0,kritik_peradilan,duka,hukum bisa dibeli orang baik dihukum
DYSQkY4RX2K#350,0,pro_nadiem,duka,kasihan nadiem
DaM_18rj5OO#8621,0,tak_jelas,netral,kata daerah ketakutan
DYR3czaxB9E#601,0,kritik_peradilan,marah,dimana adil pancasila
DaNC_lKSytw#4165,0,tak_jelas,duka,
DYR3czaxB9E#2210,0,pro_nadiem,harapan,allah akan menolongmu
DaR6fCMxfe-#2404,0,kontra_nadiem,sinis,romantisasi koruptor cerdas
DYR3czaxB9E#1876,0,pro_nadiem,harapan,semoga dapat keadilan
DaM_18rj5OO#16152,0,kritik_peradilan,marah,tandai nama hakim
DaM_18rj5OO#15800,0,tak_jelas,marah,makian ke akun lain
DYR3czaxB9E#732,0,pro_nadiem,duka,orang baik jadi tumbal doa
Dao9wWaDKzY#23,1,tak_jelas,netral,spam judi ZOYAMAX
DaNC_lKSytw#6883,0,pro_nadiem,netral,saran hotman paris
DYmUwyLEbx9#501,0,kontra_nadiem,sinis,peringatan penyalahgunaan dana BPK menanti
DaNC_lKSytw#5811,1,tak_jelas,netral,spam judi KOLEMAX
DON94SnAD_0#4,0,kritik_pemerintah,marah,konoha aneh benci
DYR3czaxB9E#2637,0,pro_nadiem,harapan,tuhan tidak tidur semangat
DaM_18rj5OO#7900,0,kritik_pemerintah,netral,kerjaannya jkw
DaM_18rj5OO#6643,0,kritik_pemerintah,duka,hak dicabut ya allah
DaNC_lKSytw#6808,0,kritik_pemerintah,sinis,salah sendiri temenan jokowi
DUdN5deExTD#1215,0,kritik_peradilan,sinis,aneh tapi nyata konoha
DaNC_lKSytw#516,0,pro_nadiem,harapan,seruan ke penguasa yang jujur ditindas
DaNC_lKSytw#7631,0,pro_nadiem,harapan,laporkan yang mengorbankan lawan terus
DaNC_lKSytw#6517,0,pro_nadiem,harapan,ada allah maha adil
