id,spam,sikap,emosi,catatan
DUdN5deExTD#430,0,netral_informasional,netral,pertanyaan nama-nama
DaNC_lKSytw#3823,0,netral_informasional,harapan,harap KPK tajam segala arah
DaR6fCMxfe-#38,0,kontra_nadiem,netral,argumen definisi korupsi memberatkan
DaNC_lKSytw#4374,0,tak_jelas,harapan,minta tolong allah
DaM_18rj5OO#14140,0,tak_jelas,duka,sakit berulang
DaM_18rj5OO#16156,0,kritik_peradilan,sinis,apaan mulia
DaM_18rj5OO#2951,0,kritik_pemerintah,duka,nyesel jadi WNI
DaNC_lKSytw#8996,0,pro_nadiem,harapan,buka jutaan lapangan kerja
DaNC_lKSytw#6046,0,pro_nadiem,harapan,kesaksian manfaat sertifikasi doa
DTVFd_Rk-KJ#171,1,tak_jelas,netral,spam judi PULAu777
DaM_18rj5OO#3275,0,kritik_peradilan,marah,nggak ada mulianya
DTVFd_Rk-KJ#90,0,kontra_nadiem,netral,teknologi dipaksakan negara belum siap
DaM_18rj5OO#2842,0,kritik_peradilan,marah,hakim pengecut disogok tak tenang
DUdN5deExTD#1044,0,kritik_pemerintah,duka,permainan kementerian doa ampun
DX8xO2EDutM#14,0,pro_nadiem,harapan,teori saham gojek nadiem dibangkrutkan
DUdN5deExTD#554,0,kritik_pemerintah,netral,proyek pemerintah pasti begini
DaM_18rj5OO#6563,0,tak_jelas,duka,we're cooked
DaM_18rj5OO#176,0,kritik_peradilan,marah,tak malu sama pancasila
DaM_18rj5OO#514,0,kritik_peradilan,marah,tuntut ketidakadilan sampai akhirat
DaR6fCMxfe-#165,0,tak_jelas,netral,baru paham
DaNC_lKSytw#7445,0,pro_nadiem,harapan,doa mujizat pertolongan
DON94SnAD_0#74,0,pro_nadiem,netral,tanya bukti aliran dana + tumbal
DaM_18rj5OO#14001,0,kritik_peradilan,sinis,tag hakim silaturahmi sarkas
DaM_18rj5OO#15208,0,kritik_peradilan,sinis,hakim jaksa pesanan
DYR3czaxB9E#4847,0,pro_nadiem,harapan,sedang diuji semoga keadilan
DaM_18rj5OO#3878,0,kritik_peradilan,sinis,sidang titipan kriminalisasi
DaR6fCMxfe-#3288,0,kontra_nadiem,sinis,ejek open donasi nadiem
DaNC_lKSytw#3194,0,tak_jelas,duka,
DaM_18rj5OO#14916,0,pro_nadiem,marah,kalau tak adil jangan jadi pengadil semangat
DaM_18rj5OO#6466,0,kritik_peradilan,marah,biarin mati hadapi malaikat
DaM_18rj5OO#14810,0,kritik_pemerintah,marah,mana keadilan prabowo
DaM_18rj5OO#12601,0,tak_jelas,netral,emoji bendera
DaNC_lKSytw#5354,0,tak_jelas,duka,
DaNC_lKSytw#94,0,kritik_pemerintah,netral,minta tolong jokowi yang angkat
DaNC_lKSytw#3431,0,kritik_pemerintah,netral,DPR tak bantu
DaNC_lKSytw#9670,0,tak_jelas,harapan,
DaM_18rj5OO#6558,0,kritik_peradilan,sinis,sindir selebriti + insinuasi
DON94SnAD_0#91,0,pro_nadiem,netral,teori perang politik latar konglomerat
DaR6fCMxfe-#1756,0,tak_jelas,netral,mention akun dengar
DaNC_lKSytw#5958,0,kritik_pemerintah,marah,kapan revolusi
DUdN5deExTD#1171,0,kritik_peradilan,marah,bongkar pengkhianat + nadiem diborgol tak manusiawi
DaM_18rj5OO#13947,0,pro_nadiem,duka,saran tinggalkan indonesia
DaM_18rj5OO#5898,0,kritik_pemerintah,duka,buka mata nasib negeri
DaM_18rj5OO#5334,0,kritik_pemerintah,marah,indonesia kena azab
DaM_18rj5OO#14413,0,netral_informasional,netral,tanya konspirasi saham
DaNC_lKSytw#9954,0,kritik_peradilan,marah,hadis hakim mahkamah allah
DaR6fCMxfe-#563,0,kontra_nadiem,netral,awalnya bela lalu yakin bersalah drama nangis
Dao9wWaDKzY#5,1,tak_jelas,netral,spam judi ZOYAMAX
DaNC_lKSytw#4321,0,pro_nadiem,harapan,bantu doa lindungi keluarga
DON94SnAD_0#54,0,pro_nadiem,harapan,tom lembong part 2 segera bebas
DYR3czaxB9E#1901,0,pro_nadiem,marah,grab dukung nadiem
DX8xO2EDutM#169,0,kontra_nadiem,marah,kenapa chromebook bukan windows + hukum mati koruptor
DaNC_lKSytw#6368,0,kritik_pemerintah,marah,jokowi tak pernah dipanggil
DaNC_lKSytw#4365,0,kritik_pemerintah,harapan,doa teguran pejabat tak amanah
DaNC_lKSytw#2157,0,pro_nadiem,duka,serahkan ke tuhan dibalas
Dao9wWaDKzY#24,1,tak_jelas,netral,spam judi ZOYAMAX
DaM_18rj5OO#13886,0,tak_jelas,marah,duka+marah emoji
DaM_18rj5OO#13357,0,kritik_peradilan,duka,terang-terangan
DaNC_lKSytw#8009,0,pro_nadiem,duka,CEO gojek masuk sarang penyamun
DaNC_lKSytw#5375,0,kritik_pemerintah,marah,tunggu geng solo diadili
DYmUwyLEbx9#426,0,kontra_nadiem,sinis,harvard doang drama
DaNC_lKSytw#3988,0,kontra_nadiem,marah,podcast bukti korupsi bikin malu
DYSQkY4RX2K#28,0,pro_nadiem,duka,miris banyak bantu allah balas
DaNC_lKSytw#6004,0,kritik_peradilan,netral,gaji hakim naik demi kekuasaan
DaM_18rj5OO#9698,0,kritik_peradilan,marah,tak takut pengadilan tuhan
