id,spam,sikap,emosi,catatan
DaM_18rj5OO#3169,0,tak_jelas,netral,emoji mata
DYR3czaxB9E#48,0,tak_jelas,duka,
DaM_18rj5OO#42,0,pro_nadiem,harapan,tuntut di akhirat + sapaan pak
DYmUwyLEbx9#626,0,kritik_pemerintah,marah,tuduhan buzzer + whataboutism politik
DaM_18rj5OO#16146,0,kritik_peradilan,duka,kejanggalan terang-terangan
DaM_18rj5OO#1890,0,kritik_peradilan,sinis,tak ada mulianya
DYR3czaxB9E#5000,0,pro_nadiem,duka,doa nabi yunus untuk yang terzalimi
DaM_18rj5OO#8280,0,kritik_pemerintah,marah,negara sakit
DaNC_lKSytw#6058,0,tak_jelas,harapan,ajakan up berita
DYR3czaxB9E#3758,0,kritik_peradilan,marah,jaksa dibayar berapa tumbal siapa
DaR6fCMxfe-#1687,0,tak_jelas,netral,emoji 100
DYmUwyLEbx9#596,0,kontra_nadiem,netral,maling tetap diproses hukum jangan tunduk opini
DX8xO2EDutM#577,0,kritik_pemerintah,sinis,jokowi tak diperiksa
DaM_18rj5OO#2797,0,kritik_peradilan,sinis,ejekan kabur
DYSQkY4RX2K#380,0,netral_informasional,netral,diskusi banding kasasi
DaNC_lKSytw#1258,0,pro_nadiem,netral,saran konsultasi hotman
DON94SnAD_0#34,0,kontra_nadiem,netral,chromebook tidak bagus
DaM_18rj5OO#14925,0,kritik_pemerintah,sinis,jokowi beraksi
DaNC_lKSytw#1446,0,kritik_pemerintah,netral,tuding ke jokowi
DaM_18rj5OO#2223,0,pro_nadiem,duka,
DaM_18rj5OO#2157,0,pro_nadiem,harapan,allah maha adil pak nadiem
DYR3czaxB9E#755,0,pro_nadiem,marah,jutaan ojol di jalan seruan
DaNC_lKSytw#7966,0,kritik_peradilan,sinis,RIP justice tidak terbukti tetap vonis
DTVFd_Rk-KJ#255,1,tak_jelas,netral,spam judi PULAu777
DYR3czaxB9E#4304,0,pro_nadiem,harapan,tetap semangat pak
DUdN5deExTD#873,0,kritik_peradilan,sinis,ejek slide dakwaan
DaR6fCMxfe-#10,0,kontra_nadiem,marah,pendukung koruptor sakit
DaNC_lKSytw#9895,0,tak_jelas,harapan,minta tolong tuhan
DaR6fCMxfe-#2157,0,tak_jelas,harapan,emoji jempol
DaM_18rj5OO#4128,0,kritik_pemerintah,netral,kutipan hadis pemimpin tak jalankan hukum
DaM_18rj5OO#7746,0,kritik_peradilan,marah,jijik hakim jaksa dzolim
DYR3czaxB9E#1220,0,tak_jelas,duka,miris
DYR3czaxB9E#467,0,tak_jelas,duka,
DaM_18rj5OO#15653,0,pro_nadiem,harapan,doa pendukung tembus langit
DaNC_lKSytw#8118,0,tak_jelas,duka,patah hati
DaM_18rj5OO#11691,0,kritik_pemerintah,duka,ada apa dengan negeri ini
DUdN5deExTD#524,0,kritik_pemerintah,marah,seruan hukum keras semua terlibat
DYmUwyLEbx9#548,0,pro_nadiem,netral,argumen niat baik jadi impostor
DaNC_lKSytw#1151,0,pro_nadiem,harapan,kebenaran temukan jalan doa
DaM_18rj5OO#11890,0,tak_jelas,duka,stres
DON94SnAD_0#22,0,netral_informasional,netral,ragu apakah terbukti tak terpakai
DaNC_lKSytw#1133,0,tak_jelas,duka,
DaM_18rj5OO#2262,0,kritik_peradilan,sinis,negeri dagelan
DaM_18rj5OO#10048,0,kritik_peradilan,marah,bukan mulia tapi makian
DUdN5deExTD#1231,0,pro_nadiem,sinis,masa senaif itu soal bawahan
DaNC_lKSytw#1590,0,kritik_pemerintah,harapan,minta tolong jokowi gibran
DaNC_lKSytw#9015,0,kritik_pemerintah,netral,yang dibantu harus tanggung jawab
DaM_18rj5OO#13211,0,kritik_peradilan,sinis,sindiran mbg hakim
DaM_18rj5OO#5845,0,kritik_peradilan,sinis,insinuasi uang suap
DYR3czaxB9E#4755,0,pro_nadiem,duka,minta prabowo lihat
DaNC_lKSytw#2027,0,pro_nadiem,harapan,kami bersama nadiem
DON94SnAD_0#82,0,netral_informasional,netral,tanya tulus letak korupsi
DON94SnAD_0#39,0,kritik_pemerintah,netral,waspada pengalihan isu
DaM_18rj5OO#8659,0,kritik_peradilan,marah,doa siksa hakim di dunia
DYR3czaxB9E#4282,0,pro_nadiem,duka,allah bersamamu
DaM_18rj5OO#13957,0,pro_nadiem,duka,butuh cerita taxi driver simpati
DUdN5deExTD#1425,0,kontra_nadiem,marah,kurikulum merdeka bikin goblok
DaNC_lKSytw#3256,0,kritik_peradilan,duka,miris hukum negara ini
DYmUwyLEbx9#686,0,tak_jelas,sinis,nggak percaya
DaM_18rj5OO#1095,0,tak_jelas,marah,dipukul boleh
DaM_18rj5OO#10238,0,pro_nadiem,duka,kutip suara mewakili takut
DYR3czaxB9E#344,0,pro_nadiem,netral,kesaksian manfaat gojek panjang
DaM_18rj5OO#14434,0,pro_nadiem,duka,rakyat tak bisa bantu orang berjasa dipenjara
DaNC_lKSytw#2567,0,kritik_pemerintah,sinis,masuk perangkap joko
DUdN5deExTD#1344,0,kritik_peradilan,marah,jokowi diadili whataboutism selektif
DaNC_lKSytw#9448,0,pro_nadiem,harapan,berharap pada allah pak nadiem
DaM_18rj5OO#11218,0,kritik_pemerintah,sinis,sila 5 hilang sindir prabowo
DYSQkY4RX2K#570,0,pro_nadiem,duka,bayangkan tiba-tiba dituntut
DYR3czaxB9E#2266,0,kritik_peradilan,sinis,tidak semua dipenjara itu jahat
DaM_18rj5OO#14865,0,kritik_peradilan,marah,hukum akhirat menanti hakim
